target,발음1,발음2,발음3,발음4,발음5,발음6,발음7,발음8,발음9,발음10,발음11,발음12,발음13,발음14,발음15,발음16,발음17,발음18,발음19,발음20,발음21,발음22,발음23,발음24,발음25,발음26,발음27,발음28,발음29,발음30,발음31,발음32,발음33,발음34,발음35,발음36,발음37,발음38,발음39,발음40,발음41,발음42,발음43,발음44,발음45,발음46,발음47,발음48,발음49,발음50,발음51,발음52,발음53,발음54,발음55,발음56,발음57,발음58,발음59,발음60,발음61,발음62,발음63,발음64,발음65,발음66,발음67,발음68,발음69,발음70,발음71,발음72,발음73,발음74,발음75,발음76,발음77,발음78,발음79,발음80,length,initial
problem,프라블럼,프라빌럼,피나블럼,퍼라벌럼,프라블런,브라들럼,퓌라블럼,피라블런,크라블럼,프라븐럼,프라쁠럽,쁘라블럼,프라쁠럼,프라플럼,푸라블럼,프라믈럼,프라블럼,트라블럼,퍼라믈럼,프라블름,브라블럼,프라블름,크라블럼,프라플럼,피라블런,프라쁠럽,피나블럼,프라블럼,프라블름,프라쁠럽,쁘라블럼,쁘라블럼,프라쁠럽,피나블럼,쁘라블럼,프라블름,쁘라블럼,쁘라블럼,프라쁠럽,피라블런,프라블럼,프라블름,브라들럼,퍼라믈럼,프라븐럼,프라블름,쁘라블럼,프라블럼,쁘라블럼,프라븐럼,크라블럼,프라쁠럽,크라블럼,쁘라블럼,쁘라블럼,푸라블럼,쁘라블럼,피나블럼,퍼라믈럼,프라플럼,프라쁠럽,프라븐럼,프라쁠럽,프라쁠럽,퍼라벌럼,프라블런,피라블런,프라블름,쁘라블럼,프라쁠럽,프라블름,퍼라벌럼,프라븐럼,프라블름,프라블름,프라블름,퍼라믈럼,프라븐럼,프라쁠럽,프라블럼,4,ㅍ
process,프라세스,프라세시,프라소스,프라세쓰,프라세드,프라테드,프나세스,흐라세스,피라세스,트라세스,크라세스,프라세쯔,트라세수,프라소수,프라새스,프라세서,프라세수,프라세스,프라세쉬,프라세즈,프라쎄스,프라데스,프라데스,프라세스,프나세스,프라테드,크라세스,트라세수,흐라세스,프나세스,프라세스,프라세쉬,프라세즈,프라세스,프나세스,프나세스,프라세드,피라세스,흐라세스,프나세스,트라세수,프라세드,프라테드,프라세스,흐라세스,프나세스,프라세쉬,프라데스,프라테드,프라데스,크라세스,피라세스,피라세스,프라세쉬,피라세스,프라소스,프라세드,프라세드,흐라세스,트라세수,프라세쉬,프라세쉬,프라세쉬,트라세수,프나세스,프라소수,프라테드,흐라세스,트라세수,프라세드,프라데스,피라세스,흐라세스,프라세쉬,프나세스,트라세수,프라세쉬,프라테드,프라데스,프라테드,4,ㅍ
program,프로그램,프로거랲,프로크랜,프로그램,퍼로그램,프모그램,프로그럼,프로그냄,크로그램,쁘로그램,프레거램,흐로그램,프로그랩,푸로끄램,프로귀램,프루그램,프뢰그램,프로그랠,프로끄램,프모그램,프모그램,프로크랜,프로끄램,쁘로그램,프로끄램,프로거랲,프로그랩,프로거랲,프로끄램,프로끄램,흐로그램,프로그랩,프로거랲,프로크랜,프로끄램,프로그랠,프로끄램,흐로그램,흐로그램,프로끄램,프로끄램,프로끄램,쁘로그램,프로그랠,쁘로그램,프로그랩,퍼로그램,프로그랩,프모그램,프로끄램,퍼로그램,프로그랩,프로그랠,프로거랲,푸로끄램,프로그랩,퍼로그램,쁘로그램,프뢰그램,프모그램,프로끄램,프로크랜,프로끄램,프로끄램,프로끄램,프뢰그램,프로그램,프로크랜,쁘로그램,프로끄램,프로크랜,프로그랩,흐로그램,프뢰그램,프로거랲,프로거랲,프로끄램,흐로그램,프로거랲,푸로끄램,4,ㅍ
programming,프로그래밍,프로그래밓,프로그래뭉,푸로그래삥,프레으래밍,프로그래삥,프로그래밐,프로그래뮝,프로크래밐,프루그래밍,프로그래믹,프로구래밍,프로거래밍,프로그매믺,프로그래맹,프로끄래맹,흐로그래밍,브로그래밍,프로그래밍,프로크래뭉,프로구래밐,크로그래믕,프로크래밍,프로크래뭉,프로그래뭉,프로그래삥,프로그래맹,푸로그래삥,크로그래믕,프로그래맹,프로크래뭉,푸로그래삥,프로그래맹,프로구래밍,프로그래맹,프로그매믺,프로그래맹,프로그래뭉,프로그매믺,프로그래밐,프로구래밐,프로그래뮝,프로그래뮝,크로그래믕,프로그래맹,프로그매믺,프로그래삥,흐로그래밍,흐로그래밍,흐로그래밍,프로크래뭉,프로그래밓,프로그래밓,프로그래삥,프로그매믺,프로그래맹,프로그래맹,푸로그래삥,프로크래밍,프로구래밐,프로그래삥,프로구래밐,프로구래밐,프로끄래맹,프로그래맹,프로그래맹,푸로그래삥,크로그래믕,푸로그래삥,프로구래밍,프로구래밐,프로크래뭉,프로그래맹,프로그래맹,프로그래밐,프로그래삥,프로크래밐,프로그래뭉,프로그래맹,프로구래밐,5,ㅍ
prot,피알오티,히알오티,피알오치,비알오테,퓌알오티,피알오피,피알오티,피알꼬티,히알오치,피칼오티,피알오테,프암오티,피알오튀,피알외티,피알코티,피알에티,비알오티,비알오티,피알꼬티,히알오티,비알오티,비알오테,피알코티,피알오테,피알코티,비알오테,비알오티,피알오티,피알꼬티,피알오치,비알오티,피알오튀,퓌알오티,피알코티,비알오티,비알오테,피알코티,피알코티,비알오티,히알오티,비알오테,피칼오티,비알오티,피알오튀,히알오티,피알코티,피알코티,피알꼬티,피알오치,피알오피,피알오치,피알오티,비알오티,피알오티,비알오티,피알꼬티,히알오치,피칼오티,피알코티,피알오튀,피알코티,히알오티,피알코티,피알오치,피알오치,히알오치,피칼오티,비알오티,비알오티,비알오티,비알오테,피알오치,피알코티,피알오치,피알코티,히알오티,히알오치,피알오튀,피알꼬티,히알오티,4,ㅍ
protection,프러텍쎤,프러퇵뗜,프래텍쎤,프래택쎤,프러첵쎤,프러덱쎤,프러텍쎤,쁘러텍쎤,프러텍젼,프러텎쎤,프러쎅쎤,흐러텍쎤,퍼러텍쎤,크러펙쎤,프러텍뗜,흐러텧쎤,프머텍쎤,프너텍쎤,프르켁쎤,프르텍쎤,프러텧쎤,프러퇵뗜,프래텍쎤,흐러텧쎤,프러텍쎤,프러텎쎤,프래텍쎤,프너텍쎤,흐러텧쎤,프러텍쎤,프래택쎤,프러덱쎤,프너텍쎤,크러펙쎤,프러텍쎤,프르켁쎤,프러텍쎤,퍼러텍쎤,프너텍쎤,프르텍쎤,프러퇵뗜,프르텍쎤,프너텍쎤,프너텍쎤,프르텍쎤,쁘러텍쎤,프러덱쎤,프래택쎤,크러펙쎤,프러덱쎤,프너텍쎤,프래텍쎤,프러쎅쎤,프러덱쎤,프러텍쎤,프래텍쎤,프러퇵뗜,프르텍쎤,프러쎅쎤,프러덱쎤,쁘러텍쎤,흐러텧쎤,프러덱쎤,프르텍쎤,크러펙쎤,프래택쎤,프러텍쎤,프러덱쎤,프러퇵뗜,프러쎅쎤,프너텍쎤,프러텎쎤,프러텍쎤,프러퇵뗜,프너텍쎤,프러텍쎤,프러쎅쎤,프래텍쎤,프러첵쎤,프르텍쎤,4,ㅍ
ptbr,피티비알,페티비알,피티비할,피시비알,피티비알,피치비깔,피치비칼,프티비알,미티비알,미피비알,피티부알,패티디알,패티브알,피티브안,피티피알,피테비알,피티비깔,피치비깔,피티브안,패티브알,피티피알,피티브안,미티비알,피티브안,피티피알,피티브안,피티피알,피테비알,미티비알,피티부알,패티브알,피시비알,피시비알,피티브안,피치비깔,피테비알,미피비알,피티피알,피티브안,피티브안,프티비알,피치비깔,피티브안,미피비알,피시비알,패티브알,피치비깔,패티브알,피티피알,패티브알,미피비알,피티브안,피티브안,피치비깔,피티브안,피티비깔,피시비알,페티비알,미티비알,피티브안,패티브알,피티피알,피티브안,피티브안,피티브안,피티브안,패티브알,패티브알,피시비알,피티브안,피시비알,피시비알,피티브안,피티브안,피티브안,피시비알,피티브안,피티브안,피치비깔,피티피알,4,ㅍ
pte,피티이,키티기,피티이,삐티이,삐티우,페투이,피티키,피씨이,패티이,프티이,피테이,피태애,피치기,푸태이,피튀이,피티히,비티이,히티이,피테이,히티이,피튀이,피씨이,피티히,패티이,피티이,피씨이,피튀이,피태애,피티이,비티이,피티이,패티이,삐티우,피테이,피태애,피테이,피티키,피테이,피치기,패티이,피태애,피태애,피티이,히티이,피티이,피티이,히티이,삐티우,피씨이,피테이,피티키,피치기,피티이,피티이,삐티우,비티이,피티이,히티이,피태애,피태애,피튀이,피티키,피티키,피티키,피티이,피티키,피태애,피티히,피티키,피태애,피티키,프티이,피티키,피씨이,피치기,피티이,피태애,피튀이,피티히,피티히,3,ㅍ
ptes,피티이에스,피띠이에스,피티이이스,피투이에스,삐티이에스,피튀이에스,피티우에스,피티이오서,히티이에스,패티이에스,피치이게스,미티이에스,푸티이에스,피티이에스,피티이에쯔,피피이에스,피티애에스,피테이에스,피티히에스,피티끼에스,피티이께쓰,피티끼에스,피치이게스,패티이에스,피테이에스,피티이께쓰,피티이이스,피티이께쓰,피티끼에스,피튀이에스,피튀이에스,삐티이에스,피튀이에스,피티이오서,피티이오서,히티이에스,피튀이에스,피테이에스,피투이에스,피티이오서,피치이게스,피치이게스,삐티이에스,피티이이스,피피이에스,피티이오서,피투이에스,피티이오서,피치이게스,피테이에스,피테이에스,미티이에스,피티끼에스,피튀이에스,피티우에스,피티끼에스,피티이오서,미티이에스,피피이에스,피튀이에스,미티이에스,피투이에스,패티이에스,피테이에스,피튀이에스,피튀이에스,피치이게스,피치이게스,피치이게스,피치이게스,피테이에스,피테이에스,피티끼에스,피치이게스,미티이에스,피티이이스,미티이에스,피티히에스,피투이에스,피테이에스,5,ㅍ
ptlr,피티엘알,피테엘알,패티엘알,피티엠알,피태껠알,피태엘할,피티엘알,피티엔알,피태엘알,피키엘깔,피티일알,피티엘할,비테엘알,히티엘알,피티앨알,피치엘알,피티켈알,프티엘알,피티엘갈,피시엘알,피티엘깔,피티껠알,피티엔알,피티일알,피태껠알,피티엠알,피티일알,피테엘알,피티엘알,피태껠알,피태껠알,피태껠알,피테엘알,피티엘알,피태껠알,피테엘알,피티엘알,피티엠알,피티일알,피티일알,피티엘알,피티엘할,피티엘알,피티일알,피테엘알,피티엘알,비테엘알,피태엘할,피태껠알,피테엘알,피티엘알,피티엘알,피티일알,피티엘알,피티엘알,피티엘알,피티껠알,피태엘알,피태껠알,피티엘알,피티엘알,피티엔알,피티엠알,피티엘알,피티엘알,피티엘알,피티엘알,피티엘알,피태엘할,피티일알,피태껠알,피티일알,피티엘알,피태엘할,피시엘알,피태엘알,피티엘할,피티엘할,피태껠알,피티일알,4,ㅍ
quick,퀵,퓍,큭,킥,윅,튁,휙,쾩,퀶,큏,큉,쿡,큭,튁,킥,튁,큭,킥,큏,쿡,윅,쾩,윅,큏,큭,킥,큏,쿡,큉,튁,쿡,큏,큏,퀶,튁,큏,큏,쿡,큉,쿡,큭,윅,큉,큉,큭,윅,윅,큭,쾩,킥,큏,킥,쿡,윅,큭,튁,윅,쾩,쿡,킥,튁,쾩,큭,큏,큏,쿡,큏,큏,킥,튁,큭,킥,쿡,쾩,퀶,큏,큭,큉,큏,큭,1,ㅋ
ram,램,냄,럼,림,랩,랜,랠,렘,맴,랲,램,냄,랠,맴,랩,맴,냄,럼,랲,랠,랲,림,랩,맴,랠,맴,림,맴,랩,맴,랜,맴,랩,냄,림,림,랠,랩,랲,림,럼,랩,랩,맴,냄,냄,맴,랠,맴,냄,맴,림,맴,냄,랩,랠,랠,랩,랲,랲,냄,랩,랠,냄,맴,랠,냄,럼,림,랠,랜,맴,랠,럼,랠,랠,랩,랩,랠,냄,1,ㄹ
ratio,레이시오,레이수코,로이시우,래이시코,레이새오,레키시오,레에시오,레이디오,레이시꼬,레이시오,레히시오,래이새오,래이시오,레이찌오,네이시오,레이시호,레히스오,레이세오,레으시오,뢰이씨오,메이시오,레애시오,레이시외,래이시코,레애시오,레이수코,레으시오,레이수코,레이디오,레이디오,레이찌오,레으시오,레으시오,레에시오,래이시코,레이시외,레이찌오,레으시오,메이시오,레애시오,레이시호,레에시오,레으시오,네이시오,레이디오,로이시우,레이시호,레이디오,레이세오,레이디오,네이시오,래이시오,래이시코,래이시오,뢰이씨오,레이디오,레히스오,래이시코,레으시오,레이시꼬,래이시오,래이시코,레이시호,메이시오,레이찌오,레이수코,뢰이씨오,레으시오,래이시오,레애시오,레이시오,레에시오,레으시오,레히시오,레이시외,레이세오,레이디오,레이디오,레이디오,래이시오,4,ㄹ
read,레드,리드,레뜨,네더,로스,뢰뜨,래드,레드,레디,레브,레두,메브,메드,레느,로드,레더,레드,로드,레드,리드,로드,레뜨,레디,메브,네더,레브,레뜨,메브,레드,레디,레드,레브,레디,레디,레브,레브,레드,리드,레드,메브,레드,래드,레드,레드,리드,레브,뢰뜨,레디,레디,레드,로드,리드,레드,레디,레느,뢰뜨,로드,리드,로드,레뜨,뢰뜨,메브,레디,메브,레브,로스,레드,레브,레드,레드,리드,메브,레브,레뜨,네더,레뜨,레드,로드,뢰뜨,레디,2,ㄹ
real,릴,릴,림,랠,린,밀,닐,룰,릴,릴,릴,릴,릴,릴,릴,릴,닐,릴,룰,릴,릴,릴,닐,림,룰,릴,릴,릴,릴,릴,릴,릴,릴,릴,릴,릴,룰,룰,릴,릴,릴,림,릴,릴,릴,닐,릴,릴,릴,릴,릴,릴,릴,릴,랠,릴,릴,릴,릴,릴,릴,릴,닐,릴,릴,룰,릴,릴,릴,룰,릴,닐,릴,랠,릴,릴,릴,릴,릴,릴,1,ㄹ
realistic,리얼리스틱,리얼래스텍,리얼리스틲,레얼리스틱,리얼리수틱,리을리스틱,니얼리스틱,리걸리스틱,리엄미스틱,르얼리스틱,리얼리스딕,리얼리스튁,리얼리뜨틱,리얼리스틱,리얼래스팅,니얼리스틲,리얼리스팅,리을리스텍,리컬리스틱,리얼래스틱,리얼레스틱,리앨리스틱,리컬리스틱,리얼리수틱,리얼리스팅,리얼래스팅,니얼리스틱,리걸리스틱,리을리스텍,리앨리스틱,리앨리스틱,리컬리스틱,리을리스틱,리걸리스틱,리얼리스틱,리얼리스틱,니얼리스틱,르얼리스틱,리얼레스틱,리앨리스틱,리을리스텍,리을리스텍,리얼리스팅,리컬리스틱,리을리스틱,리앨리스틱,리컬리스틱,르얼리스틱,니얼리스틲,리컬리스틱,리걸리스틱,르얼리스틱,리얼래스텍,리컬리스틱,리얼리수틱,리을리스텍,리앨리스틱,리을리스틱,니얼리스틲,니얼리스틲,리얼리수틱,리얼리수틱,리얼레스틱,리얼리스팅,리을리스텍,리앨리스틱,니얼리스틲,르얼리스틱,리얼리수틱,리을리스텍,리컬리스틱,리컬리스틱,리얼리스틱,리앨리스틱,리컬리스틱,리얼리수틱,리얼리스틲,리얼레스틱,리얼리스틲,리얼래스텍,5,ㄹ
reduce,러두스,래두서,러뒤시,머두쉬,르두스,러두스,러두드,래두스,너두스,러도수,러두쉬,러루스,러뒤스,러누스,래부스,러부시,러쑤서,러루서,러루드,러두즈,러도스,러두서,러뚜스,래두서,러두즈,러뒤스,러뒤시,러두즈,러두즈,러쑤서,러도수,러뒤스,러뒤스,러루스,러도스,래두서,러루드,러뒤스,러루드,머두쉬,러뒤시,러뒤스,래두서,러뒤시,러두즈,러뒤시,러두즈,러두드,러뒤시,러두드,러도수,머두쉬,러두스,러두스,러뒤시,러뒤스,러두즈,러두드,러두스,러부시,머두쉬,러두즈,러뒤스,러두즈,러두즈,러뚜스,러쑤서,르두스,러도수,러쑤서,러쑤서,머두쉬,러도수,래두서,래두서,러두즈,러도스,러두즈,머두쉬,러뒤스,3,ㄹ
reference,레퍼런스,뢰커런스,레퍼럴스,레패런서,레프먼스,레퍼런스,레퍼런수,레퍼런서,레뻐런스,레퍼런트,로퍼런스,메퍼랜스,레패런스,레퍼럼스,레프런스,리퍼런스,레패럴스,네퍼런스,레허럼스,레퍼넌스,뢰퍼랜스,레퍼랜스,네퍼런츠,레퍼럴스,레패런스,레패럴스,레패런스,레뻐런스,뢰퍼랜스,레퍼넌스,레패런스,뢰커런스,레프런스,레퍼럴스,레패럴스,로퍼런스,레퍼런수,레프런스,레패런서,레퍼런수,레패럴스,레패럴스,레패럴스,네퍼런스,레퍼럴스,뢰커런스,레퍼런수,레프런스,레패럴스,리퍼런스,레프런스,레패럴스,뢰퍼랜스,레패런스,레패럴스,레프먼스,레패럴스,레패런스,레패런서,레패럴스,레패런스,레패런스,레허럼스,레프먼스,레프런스,레패럴스,네퍼런스,로퍼런스,레패런스,레허럼스,레패런스,리퍼런스,레패런스,네퍼런츠,뢰커런스,레뻐런스,레패런스,레퍼넌스,레패런서,레프런스,4,ㄹ
register,레지스터,로지스트,레지서처,레찌스터,레찌스트,래지스커,레지시터,레쥐스터,레즈스터,레지쓰터,레지수터,래지스터,레지스터,레지스태,레쥐스태,레지쓰퍼,레지스커,레지서터,래지스커,레지수터,레쥐스터,레지스태,레지시터,레지수터,레지스태,레찌스터,레지수터,레지스태,레쥐스터,레지시터,레지스태,로지스트,레지시터,레지스태,레지스태,레지스태,레지수터,레지쓰퍼,레지수터,레지스태,레지스태,레지스태,레지스태,레지스태,래지스터,로지스트,레지수터,레지스태,레지수터,레지스태,레지스태,레지수터,래지스터,레지시터,레쥐스터,레지스태,로지스트,레지수터,레지시터,로지스트,레지스태,레지스태,레지시터,레쥐스터,레쥐스터,로지스트,레지스태,레지쓰퍼,레지서터,레지스태,로지스트,래지스커,레쥐스터,레지시터,레지수터,레지스태,레지스태,레지스태,레지스태,레지쓰퍼,4,ㄹ
reload,릴로드,릴로드,릴로뜨,랠모드,밀레드,릴로브,밀로드,릴노느,린로드,룰로브,림로드,랠로뒤,린루드,밀로더,밀뢰드,릴루디,를노드,랠루드,렐로드,릴로느,릴모드,릴레드,릴로더,릴모디,랠로뒤,릴로뜨,렐로드,릴로드,릴모드,릴노느,릴노느,릴레드,릴모디,렐로드,밀레드,룰로브,릴로브,밀레드,릴모디,를노드,밀레드,밀레드,밀로드,밀레드,밀뢰드,를노드,랠모드,렐로드,릴모디,릴로느,밀로드,랠로뒤,림로드,린루드,릴모디,랠로뒤,릴모드,랠로뒤,림로드,릴모디,룰로브,릴모드,밀로더,릴레드,릴모디,릴로더,릴로브,밀로드,림로드,림로드,린루드,릴모드,밀로드,릴로더,릴모디,랠루드,밀레드,릴모드,릴모드,릴로브,3,ㄹ
